patentNumber,title,USPC #,company,companyState,patentIssueDate,applicationFilingDate
10168869,['SYSTEM AND METHOD FOR RETRIEVING INFORMATION WHILE COMMANDING OPERATION OF AN APPLIANCE'],715,Universal Electronics Inc.,CA,2019-01-01,2013-03-13
10168161,['CHANGING A POSITION DETERMINATION SCHEME USED BY A USER EQUIPMENT DURING A TRANSITION BETWEEN INDOOR AND OUTDOOR SPACES RELATIVE TO AN ENCLOSED ENVIRONMENT'],701,QUALCOMM INCORPORATED,CA,2019-01-01,2013-03-13
10169532,['QUERY SEQUENCE GENOTYPE OR SUBTYPE CLASSIFICATION METHOD'],702,N/A,N/A,2019-01-01,2013-03-14
10166381,['Antiseptic Cap'],604,Excelsior Medical Corporation,NJ,2019-01-01,2013-03-14
10171961,['TRANSACTION AUTHORIZATION SERVICE'],726,"AMAZON TECHNOLOGIES, INC.",NV,2019-01-01,2013-03-14
10170278,['INDUCTIVELY COUPLED PLASMA SOURCE'],156,"APPLIED MATERIALS, INC.",CA,2019-01-01,2013-03-15
10168313,['ANALYTE DETECTION METER AND ASSOCIATED METHOD OF USE'],204,"AgaMatrix, Inc.",NH,2019-01-01,2013-03-15
10172270,['PICK-AND-PLACE FEEDER MODULE ASSEMBLY'],414,N/A,N/A,2019-01-01,2013-03-15
10167571,['WAFER CARRIER HAVING PROVISIONS FOR IMPROVING HEATING UNIFORMITY IN CHEMICAL VAPOR DEPOSITION SYSTEMS'],118,"Veeco Instruments, Inc.",NY,2019-01-01,2013-03-15
10168292,['NANOSCALE CALORIMETER ON CHIP AND RELATED METHODS AND DEVICES'],436,California Institute of Technology,CA,2019-01-01,2013-03-15
10166960,['Vehicle Brake System for a Motor Vehicle and Method for Controlling the Vehicle Brake System When the Parking Brake Function is Activated'],303,N/A,N/A,2019-01-01,2013-03-20
10166073,['CONTROL DATA GENERATION FOR THE EYE-SURGICAL TREATMENT OF DEFECTIVE VISION'],606,N/A,N/A,2019-01-01,2013-03-29
10169906,['Hybrid Render with Deferred Primitive Batch Binning'],345,"Advanced Micro Devices, Inc.",CA,2019-01-01,2013-03-29
10170082,['IMAGE DISPLAY DEVICE AND IMAGE DISPLAY METHOD'],345,N/A,N/A,2019-01-01,2013-04-03
10165963,['HYBRID ELECTROMAGNETIC-ACOUSTIC DISTAL TARGETING SYSTEM'],606,"Stryker European Holdings I, LLC",MI,2019-01-01,2013-04-08
10171287,['MULTI-USER ANALYTICAL SYSTEM AND CORRESPONDING DEVICE AND METHOD'],709,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2013-04-16
10167224,['METHOD OF COATING GLASS'],204,N/A,N/A,2019-01-01,2013-04-17
10172073,['SYSTEMS AND METHODS FOR LOCAL-AREA-NETWORK-ASSISTED LOCATION DETERMINATION'],370,"TELCOM VENTURES, L.L.C.",FL,2019-01-01,2013-04-17
10168766,['Method and Apparatus for a Textural Representation of a Guidance'],715,Nokia Technologies Oy,,2019-01-01,2013-04-17
10168861,"['MENU DISPLAY DEVICE, MENU DISPLAY CONTROL METHOD, PROGRAM AND INFORMATION STORAGE MEDIUM']",715,N/A,N/A,2019-01-01,2013-04-18
10166039,['Viewing Trocar'],600,N/A,N/A,2019-01-01,2013-04-22
10168448,['Machine Learning Approach for Analysis and Prediction of Cloud Particle Size and Shape Distribution'],702,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2013-04-30
10166576,['SYSTEMS AND METHOD FOR MAINTAINING A LIQUID FREE OF PARTICLES'],134,N/A,N/A,2019-01-01,2013-05-06
10169832,['METHOD AND INSTRUMENTATION FOR SUSTAINABLE ENERGY LOAD FLOW MANAGEMENT SYSTEM PERFORMING AS RESILIENT ADAPTIVE MICROGRID SYSTEM'],703,N/A,N/A,2019-01-01,2013-05-08
10165962,['Integrated System for Intravascular Placement of a Catheter'],600,"C. R. BARD, INC.",NJ,2019-01-01,2013-05-08
10167186,['METHOD AND APPARATUS FOR THE PRODUCTION OF A POCKETED SPRING UNIT'],053,Harrison Spinks Components Limited,,2019-01-01,2013-05-14
10167928,['Inspectable Synthetic Tensile Member Assembly'],029,N/A,N/A,2019-01-01,2013-05-15
10166682,['SYSTEM FOR RELEASABLY ATTACHING A DISPOSABLE DEVICE TO A DURABLE DEVICE'],074,Carnegie Mellon University,PA,2019-01-01,2013-05-16
10166402,['Visible Light Photo-Disinfection Patch'],607,Excelitas Technologies Corp.,MA,2019-01-01,2013-05-16
10166260,['WOUND CARE PRODUCT WITH EGG SHELL MEMBRANE'],424,N/A,N/A,2019-01-01,2013-05-24
10166390,['HELICAL INSERTER'],606,N/A,N/A,2019-01-01,2013-05-30
10166044,"['Apparatus for repositioning the vagina, cervix, uterus and pelvic floor and method to secure same']",600,N/A,N/A,2019-01-01,2013-05-31
10171775,['Autonomous Vehicle Vision System'],348,N/A,N/A,2019-01-01,2013-05-31
10169777,['SYSTEMS AND METHODS FOR SCORING INTERNET ADS AND RANKING VENDORS'],705,"Excalibur IP, LLC",NY,2019-01-01,2013-06-03
10172074,"['Wireless Local Area Network, Station, and Access Point and Methods for Accessing Thereof']",370,"Huawei Technologies Co., LTD",,2019-01-01,2013-06-06
10167551,"['APPARATUS, METHOD AND REACTION CHAMBER']",118,N/A,N/A,2019-01-01,2013-06-06
10168410,"['MRI DATA ACQUISITION, RECONSTRUCTION AND CORRECTION METHODS FOR DIFFUSION WEIGHTED IMAGING (DWI) AND DIFFUSION TENSOR IMAGING (DTI) AND RELATED SYSTEMS']",324,N/A,N/A,2019-01-01,2013-06-07
10167130,['Insulating Container'],220,N/A,N/A,2019-01-01,2013-06-13
10170747,['Treated Current Collector Foil'],429,"Ford Global Technologies, LLC",MI,2019-01-01,2013-06-14
10169370,['NAVIGATION DATABASE CUSTOMIZATION'],707,HERE Global B.V.,,2019-01-01,2013-06-14
10166746,['RESILIENT PAD COMPOSITE AND PROCESS FOR MAKING SAME WITHOUT A DIE'],156,Applied FT Composite Solutions Inc.,NV,2019-01-01,2013-06-19
10170899,"['METHOD FOR CONNECTING AT LEAST TWO ELECTRIC CABLES AND CONNECTION DEVICE, KIT, ELECTRIC MACHINE AND ASSOCIATED VEHICLE']",174,N/A,N/A,2019-01-01,2013-06-20
10167320,['PURIFICATION OF VIRUS LIKE PARTICLES'],424,"Takeda Vaccines, Inc.",MA,2019-01-01,2013-06-24
10167075,['JOINT ASSEMBLY AND METHOD OF FORMING THEREOF'],416,The Boeing Company,CA,2019-01-01,2013-06-25
10170244,['FABRICATION OF POROUS SILICON ELECTROCHEMICAL CAPACITORS'],361,N/A,N/A,2019-01-01,2013-06-25
10168887,['SYSTEM FOR DISPLAYING AND ADJUSTING DISPLAY OF INFORMATION TO A USER'],715,N/A,N/A,2019-01-01,2013-06-26
10169754,['METHOD AND SYSTEM FOR NFC TRANSACTION'],705,N/A,N/A,2019-01-01,2013-06-28
10165959,['METHOD AND APPARATUS FOR DIAGNOSING OBSTRUCTIVE SLEEP APNEA WITH AN AWAKE PATIENT'],600,N/A,N/A,2019-01-01,2013-07-01
10169814,['High Speed Processing of Financial Information Using FPGA Devices'],705,"IP Reservoir, LLC",MO,2019-01-01,2013-07-01
10167513,['COMPOSITIONS AND METHODS FOR DETECTING A NEOPLASIA'],435,N/A,N/A,2019-01-01,2013-07-03
10169815,['Dynamic Market Order Execution Validation Mechanism'],705,"Trading Technologies International, Inc.",IL,2019-01-01,2013-07-09
10168888,['INFORMATION PROCESSING DEVICE AND TOUCH OPERATION DETECTION METHOD'],345,Sony Corporation,,2019-01-01,2013-07-10
10166876,['CHARGING DEVICE FOR CHARGING A VEHICLE ACCUMULATOR'],320,N/A,N/A,2019-01-01,2013-07-12
10170315,['SEMICONDUCTOR DEVICE HAVING LOCAL BURIED OXIDE'],438,GLOBALFOUNDRIES Inc.,,2019-01-01,2013-07-17
10166873,['BATTERY CHARGER FOR ELECTRIC VEHICLES'],320,ABB B.V.,,2019-01-01,2013-07-18
10169571,"['System and Method for Secure, Policy-Based Access Control for Mobile Computing Devices']",726,"Sequitur Labs, Inc.",WA,2019-01-01,2013-07-18
10170205,['Multi-Dimensional Surgical Safety Countermeasure System'],715,"Karl Storz Endoscopy-America, Inc.",CA,2019-01-01,2013-07-24
10169301,['INTEGRATED DOCUMENT EDITOR'],382,N/A,N/A,2019-01-01,2013-07-31
10169278,['LIN Bus Module'],710,Infineon Technologies AG,,2019-01-01,2013-07-31
10169422,['METHOD AND DEVICE FOR DISPLAYING PROCESS INFORMATION'],707,Tencent Technology (Shenzhen) Company Limited,,2019-01-01,2013-08-02
10169686,['SYSTEMS AND METHODS FOR IMAGE CLASSIFICATION BY CORRELATING CONTEXTUAL CUES WITH IMAGES'],382,"Facebook, Inc.",CA,2019-01-01,2013-08-05
10167435,"['LIQUID COMPOSITIONS FOR MARKING LIQUID HYDROCARBON MOTOR FUELS AND OTHER FUELS, MOTOR FUELS AND OTHER FUELS CONTAINING THEM AND PROCESS FOR DETECTING THE MARKERS']",044,N/A,N/A,2019-01-01,2013-08-05
10166517,['Process and Apparatus for Production of a Granular Urea Product'],427,N/A,N/A,2019-01-01,2013-08-08
10165758,['ROLLING PET TOY'],119,"Doskocil Manufacturing Company, Inc.",TX,2019-01-01,2013-08-09
10166335,['DRIVE ASSEMBLY FOR AN AUTOINJECTOR AND A METHOD OF ASSEMBLING AN AUTOINJECTOR'],604,N/A,N/A,2019-01-01,2013-08-09
10172075,['Method and System for Scanning for Target Coverage in Order of Signal Strength Threshold'],455,Sprint Spectrum L.P.,KS,2019-01-01,2013-08-14
10165816,['ADORNING APPARATUS AND HEADWEAR USING THE SAME'],002,"Yupoong, Inc.",,2019-01-01,2013-08-16
10171974,['SYSTEM AND METHOD FOR USING AN ELECTRONIC LOCK WITH A SMARTPHONE'],455,Schlage Lock Company LLC,IN,2019-01-01,2013-08-16
10167104,['MULTIPLE CONTAINER DEVICE'],215,N/A,N/A,2019-01-01,2013-08-19
10167507,['METABOLIC DISEASES-RELATED ODORANT RECEPTOR GENES AND USE THEREOF'],435,N/A,N/A,2019-01-01,2013-08-19
10171483,['Utilizing endpoint asset awareness for network intrusion detection'],726,Symantec Corporation,CA,2019-01-01,2013-08-23
10165916,['VACUUM CLEANER BASE ASSEMBLY AND AIR PASSAGE SYSTEM'],015,"MIDEA AMERICA, CORP.",NJ,2019-01-01,2013-08-30
10171416,"['METHOD FOR ESTABLISHING DATA CONNECTION ON MOBILE NETWORK, MOBILE NETWORK, AND POLICY CONTROL ENTITY']",709,"Huawei Technologies Co., Ltd.",,2019-01-01,2013-09-03
10167684,['High Pressure Multibore Junction Assembly'],166,"Halliburton Energy Services, Inc.",TX,2019-01-01,2013-09-05
10167105,['APPARATUS FOR MANUFACTURE OF PACKAGING CONTAINER WITH RECLOSABLE CONNECTION AND METHOD OF MANUFACTURE'],493,DISC GRAPHICS INC.,NY,2019-01-01,2013-09-10
10166489,['METHODS AND SYSTEMS FOR HEATING AND MANIPULATING FLUIDS'],203,Phoenix Caliente LLC,TX,2019-01-01,2013-09-13
10168871,['METHODS AND SYSTEMS FOR PRESENTING DIRECTION-SPECIFIC MEDIA ASSETS'],715,"Rovi Guides, Inc.",CA,2019-01-01,2013-09-16
10168880,"['SYSTEM, METHOD AND COMPUTER-ACCESSIBLE MEDIUM FOR MANIPULATING A PLURALITY OF COMPONENTS USING A SINGLE GESTURE OR MOTION']",715,N/A,N/A,2019-01-01,2013-09-17
10169821,['SYSTEMS AND METHODS FOR INSURANCE BASED UPON STATUS OF VEHICLE SOFTWARE'],705,"Elwha, LLC",WA,2019-01-01,2013-09-20
10168070,['HVAC Boot and Grille Assembly'],454,Havaco Technologies Incorporated,PA,2019-01-01,2013-09-20
10171878,['VALIDATING DATA OF AN INTERACTIVE CONTENT APPLICATION'],725,"Comcast Cable Communications Management, LLC",PA,2019-01-01,2013-09-27
10170648,"['SEMICONDUCTOR NANOCRYSTAL, AND METHOD OF PREPARING THE SAME']",252,"Samsung Electronics Co., Ltd.",,2019-01-01,2013-09-27
10169534,['MEDICAL IMAGE DISPLAY SYSTEM AND METHOD'],345,Toshiba Medical Systems Corporation,,2019-01-01,2013-09-30
10170784,['REGENERATIVE FUEL CELL SYSTEM'],429,Japan Aerospace Exploration Agency,,2019-01-01,2013-09-30
10167319,['CAGED CELL PENETRATING PEPTIDE-POLYMER CONJUGATES FOR DIAGNOSTIC AND THERAPEUTIC APPLICATIONS'],424,N/A,N/A,2019-01-01,2013-10-01
10169109,['SWITCHED APPLICATION PROCESSOR APPARATUS FOR CELLULAR DEVICES'],455,N/A,N/A,2019-01-01,2013-10-02
10166730,['CONTACT LENS MANUFACTURING METHOD'],264,N/A,N/A,2019-01-01,2013-10-07
10169652,['SPATIAL EXPANSION SEISMIC DATA PROCESSING METHOD AND APPARATUS'],702,CGG Services SA,,2019-01-01,2013-10-09
10166086,['DENTAL THERAPY APPARATUS'],606,N/A,N/A,2019-01-01,2013-10-09
10166115,['INTERBODY FUSION DEVICE'],623,"SpineSmith Partners, L.P.",TX,2019-01-01,2013-10-16
10166749,"['BONDING-SUBSTRATE FABRICATION METHOD, BONDING SUBSTRATE, SUBSTRATE BONDING METHOD, BONDING-SUBSTRATE FABRICATION APPARATUS, AND SUBSTRATE ASSEMBLY']",257,N/A,N/A,2019-01-01,2013-10-17
10171311,['GENERATING SYNTHETIC DATA'],707,International Business Machines Corporation,NY,2019-01-01,2013-10-17
10169372,['CONTROL FOR RAPIDLY EXPLORING RELATIONSHIPS IN DENSELY CONNECTED NETWORKS'],715,International Business Machines Corporation,NY,2019-01-01,2013-10-17
D837476,['Paper Roll Cushioner'],D34,MoveRoll Oy (private limited,,2019-01-01,2013-10-20
10167504,['METHOD OF SEQUENCING'],435,N/A,N/A,2019-01-01,2013-10-22
10168097,['PLANT FOR CONTINUOUSLY DRYING A COATED FILM'],034,N/A,N/A,2019-01-01,2013-10-22
10166512,['METHOD FOR CLEANING CERAMIC FILTER'],210,"NGK INSULATORS, LTD.",,2019-01-01,2013-10-23
10166378,['PERMEANT DELIVERY SYSTEM AND METHODS FOR USE THEREOF'],604,Nitto Denko Corporation,,2019-01-01,2013-10-28
10169698,['RF TRANSPONDER ON ADHESIVE TRANSFER TAPE'],235,AUTOMATED ASSEMBLY CORPORATION,MN,2019-01-01,2013-10-30
10171298,['MANAGEMENT CENTER FOR COMMUNICATION SYSTEM CUSTOMER PREMISES EQUIPMENT'],370,N/A,N/A,2019-01-01,2013-11-11
10167480,['STRONG ACTIVATION DOMAIN'],800,"Mendel Biotechnology, Inc.",CA,2019-01-01,2013-11-11
10171402,['APPARATUS AND METHOD FOR OUTPUTTING MESSAGE ALERTS'],709,"Samsung Electronics Co., Ltd.",,2019-01-01,2013-11-13
10166191,['SUSTAINED-RELEASE DOSAGE FORMS OF RUXOLITINIB'],514,Incyte Corporation,DE,2019-01-01,2013-11-14
10165763,['ANIMAL MODELS AND THERAPEUTIC MOLECULES'],800,Kymab Limited,,2019-01-01,2013-11-14
10170207,['FUEL ASSEMBLY'],376,"Thorium Power, Inc.",VA,2019-01-01,2013-11-15
10171799,"['PARALLAX IMAGE DISPLAY DEVICE, PARALLAX IMAGE GENERATION METHOD, PARALLAX IMAGE PRINT']",348,FUJIFILM Corporation,,2019-01-01,2013-11-15
10171884,['METHOD AND APPARATUS FOR SHARING INTERNET ASSETS OR CONTENT URLS VIA A SECOND DISPLAY DEVICE'],725,Sony Interactive Entertainment LLC,CA,2019-01-01,2013-11-18
10172066,['FLEXIBLE BEARER HANDLING'],370,Telefonaktiebolaget L M Ericsson (publ),,2019-01-01,2013-11-22
10171588,['WEB OPERATION PLAYBACK'],715,International Business Machines Corporation,NY,2019-01-01,2013-11-25
10166354,['MASK BEAD FOR A PATIENT INTERFACE'],128,Weinmann Geraete für Medizin GmbH + Co. KG,,2019-01-01,2013-11-26
10165932,['INSERTION DEVICE AND ROTATING TUBULAR MEMBER'],600,OLYMPUS  CORPORATION,,2019-01-01,2013-12-03
10166961,['VACUUM SCAVENGING IN HYBRID VEHICLES'],701,"Ford Global Technologies, LLC",MI,2019-01-01,2013-12-05
10171286,['METHOD AND APPARATUS FOR ACCESSING SERVICES AFFILIATED WITH A DISCOVERED SERVICE PROVIDER'],709,N/A,N/A,2019-01-01,2013-12-10
10171156,['APPARATUS AND METHOD FOR TRANSMITTING UPLINK INFORMATION IN A BROADCASTING SYSTEM'],370,"Industry-Academic Cooperation Foundation, Yonsei U",,2019-01-01,2013-12-11
10166003,['ULTRASOUND IMAGING WITH VARIABLE LINE DENSITY'],600,VOLCANO CORPORATION,CA,2019-01-01,2013-12-16
10167081,['FLYING WING WITH SIDE CARGO COMPARTMENT'],244,Airbus Operations (SAS),,2019-01-01,2013-12-23
10168450,['SILICON WAFER HAVING COLORED TOP SIDE'],257,"SunASIC Technologies, Inc.",,2019-01-01,2013-12-27
10169473,['PACKAGED SEARCHING SYSTEM AND METHOD'],707,Hyundai Motor Company,,2019-01-01,2013-12-27
10166317,['SURGICAL HAND PIECE WITH DUAL LUMEN WORK TIP FOR USE WITH INFUSION CANNULA'],604,Surgical Design Corporation,NY,2019-01-01,2013-12-27
10169164,['BACKUPS USING APPLICATION MAPS'],707,EMC Corporation,MA,2019-01-01,2013-12-27
10166415,['BREATHING APPARATUS WITH TANK ALIGNMENT SYSTEM'],224,"MSA TECHNOLOGY, LLC",PA,2019-01-01,2013-12-30
10166075,['MINIMALLY INVASIVE SURGICAL INSTRUMENT IMPLEMENTING A MOTOR'],606,N/A,N/A,2019-01-01,2014-01-06
10171340,['INTERWORKING NETWORK ELEMENT'],370,N/A,N/A,2019-01-01,2014-01-07
10170019,['FEEDBACK FROM A WELDING TORCH OF A WELDING SYSTEM'],434,Illinois Tool Works Inc.,IL,2019-01-01,2014-01-07
10166403,['BRACHYTHERAPY SOURCE ASSEMBLY'],600,Nucletron Operations B.V.,,2019-01-01,2014-01-15
10165981,['SURGICAL NAVIGATION METHOD'],606,"Stryker European Holdings I, LLC",MI,2019-01-01,2014-01-16
10171688,['MANAGEMENT SERVER TO RECEIVE SCANNED IMAGES AND ALIGN THE SCANNED IMAGES BASED ON PAGE NUMBERS INCLUDED IN THE SCANNED IMAGES'],358,"S-PRINTING SOLUTION CO., LTD.",,2019-01-01,2014-01-16
10168990,['AUTOMATIC REPLACEMENT OF A FLOATING-POINT FUNCTION TO FACILITATE FIXED-POINT PROGRAM CODE GENERATION'],708,"The MathWorks, Inc.",MA,2019-01-01,2014-01-17
10166361,['METHOD AND APPARATUS FOR AMBIENT SOUND THERAPY USER INTERFACE AND CONTROL SYSTEM'],381,N/A,N/A,2019-01-01,2014-01-17
10166653,['CMP PAD CONDITIONER'],451,N/A,N/A,2019-01-01,2014-01-17
10166696,"['SAFETY DEVICE, BACKFLOW REDUCTION DEVICE, CONFORMABLE WOOD PROCESSING DEVICE, AND METHODS THEREOF FOR A WASTE PROCESSING SYSTEM']",241,N/A,N/A,2019-01-01,2014-01-20
10167377,['PHOSPHORUS CONTAINING EPOXY COMPOUNDS AND COMPOSITIONS THEREFROM'],523,"FRX POLYMERS, INC.",MA,2019-01-01,2014-01-22
10169049,['APPLICATION SYSTEM INDEPENDENT DYNAMIC PROCESS ORIENTED HELP'],715,Software AG,,2019-01-01,2014-01-22
10172068,['SERVICE-ORIENTED ROUTING IN SOFTWARE-DEFINED MANETS'],370,"CISCO TECHNOLOGY, INC.",CA,2019-01-01,2014-01-22
10170282,['INSULATED SEMICONDUCTOR FACEPLATE DESIGNS'],239,"Applied Materials, Inc.",CA,2019-01-01,2014-01-23
10168817,"['IMAGE DISPLAY APPARATUS, IMAGE DISPLAYING METHOD AND PROGRAM']",715,"MORPHO, INC.",,2019-01-01,2014-01-24
10169440,['SYNCHRONOUS DATA REPLICATION IN A CONTENT MANAGEMENT SYSTEM'],707,International Business Machines Corporation,NY,2019-01-01,2014-01-27
10168868,['METHOD AND APPARATUS FOR MULTITASKING'],345,"Samsung Electronics Co., Ltd.",,2019-01-01,2014-01-29
10169256,['ARBITRATING DIRECT MEMORY ACCESS CHANNEL REQUESTS'],710,Silicon Laboratories Inc.,TX,2019-01-01,2014-01-31
10169948,['PRIORITIZING STORAGE OPERATION REQUESTS UTILIZING DATA ATTRIBUTES'],711,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2014-01-31
10171254,['Distributed Live Multimedia Switching Mechanism and Network'],725,Yahoo! Inc.,CA,2019-01-01,2014-02-06
10167452,['VIRAL PURIFICATION METHODS'],424,Oncolytics Biotech Inc.,,2019-01-01,2014-02-07
D837151,['RECTIFIER FOR POWER SUPPLY'],D13,TDK-Lambda Limited,,2019-01-01,2014-02-07
10167464,['CELL AND BIOFACTOR PRINTABLE BIOPAPERS'],435,N/A,N/A,2019-01-01,2014-02-11
10171017,"['IMAGE FORMING APPARATUS, MOTOR CONTROL APPARATUS, AND METHOD OF CONTROLLING A MOTOR']",318,"S-PRINTING SOLUTION CO., LTD.",,2019-01-01,2014-02-11
10169779,"[""METHOD AND APPARATUS FOR DISPLAYING IN-PRODUCT MESSAGES BASED ON AN INDIVIDUAL'S PAST MESSAGE INTERACTION""]",705,Adobe Systems Incorporated,CA,2019-01-01,2014-02-11
10169808,['RULE BASED CLOSURE OF PURCHASE ORDERS'],705,Oracle International Corporation,CA,2019-01-01,2014-02-14
10169583,['MALWARE DROPPER DISCOVERY METHOD AND SYSTEM'],726,Trusteer Ltd.,IL,2019-01-01,2014-02-17
10169834,"['Conservation Device, System and Method']",700,N/A,N/A,2019-01-01,2014-02-19
10171624,['MANAGEMENT OF PRE-LOADED CONTENT'],715,"Comcast Cable Communications Management, LLC",PA,2019-01-01,2014-02-21
10169447,"['System And Method Of Message Threading For A Multi-Format, Multi-Protocol Communication System']",709,Entefy Inc.,CA,2019-01-01,2014-02-24
10169063,['HYPERVISOR CAPABILITY ACCESS PROVISION'],718,"RED HAT ISRAEL, LTD.",,2019-01-01,2014-02-24
10170836,['COIL ANTENNA DEVICE AND ANTENNA MODULE'],343,"Murata Manufacturing Co., Ltd.",,2019-01-01,2014-02-26
10169103,['MANAGING SPECULATIVE MEMORY ACCESS REQUESTS IN THE PRESENCE OF TRANSACTIONAL STORAGE ACCESSES'],711,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2014-02-27
10168881,['INFORMATION INTERFACE GENERATION'],715,Microsoft Corporation,WA,2019-01-01,2014-02-28
10169457,['DISPLAYING AND POSTING AGGREGATED SOCIAL ACTIVITY ON A PIECE OF ENTERPRISE CONTENT'],707,"MICROSOFT TECHNOLOGY LICENSING, LLC",WA,2019-01-01,2014-03-03
10165966,['METHODS AND SYSTEMS FOR MONITORING RESISTANCE AND WORK OF BREATHING FOR VENTILATOR-DEPENDENT PATIENTS'],600,"University of Florida Research Foundation, Inc.",FL,2019-01-01,2014-03-05
10169127,['COMMAND EXECUTION RESULTS VERIFICATION'],717,International Business Machines Corporation,NY,2019-01-01,2014-03-06
10166146,['EAR MEDICATION DISPENSER WITH SENSOR'],604,N/A,N/A,2019-01-01,2014-03-07
10166293,['REDUCED-VISCOSITY CONCENTRATED PROTEIN FORMULATIONS'],424,Novartis AG,,2019-01-01,2014-03-07
10166006,['ULTRASOUND SYSTEM WITH DYNAMICALLY AUTOMATED DOPPLER FLOW SETTINGS AS A SAMPLE VOLUME IS MOVED'],600,N/A,N/A,2019-01-01,2014-03-07
10168730,['Technique For Sub-Microsecond Latency Measurement Across A Bus'],713,NovaSparks. S.A.,,2019-01-01,2014-03-10
10167827,['Apparatus and Method for Using a Single Intake Manifold on Different Sizes of V-Style Motorcycle Engine Cylinders'],123,Midwest Motorcycle Supply Distributors Corp.,MO,2019-01-01,2014-03-10
10168341,['DEVICES FOR DETERMINING CELL FORCE PROPERTIES AND METHODS OF MANUFACTURING THE DEVICES'],422,EMORY UNIVERSITY,GA,2019-01-01,2014-03-10
10169858,['SYSTEM AND METHOD FOR AUTOMATED COSMETIC INSPECTION OF ELECTRONIC DEVICES'],382,"ATC Logistics & Electronics, Inc.",TX,2019-01-01,2014-03-11
10168323,['COMPOSITIONS AND METHODS FOR CAPTURE OF CELLULAR TARGETS OF BIOACTIVE AGENTS'],435,Promega Corporation,WI,2019-01-01,2014-03-11
10171927,['METHOD FOR PROCESSING AN AUDIO SIGNAL FOR IMPROVED RESTITUTION'],381,N/A,N/A,2019-01-01,2014-03-12
10167094,['METHOD AND APPARATUS FOR MAKING A FILLED SACHET'],053,"Designed by M.E., LLC",WA,2019-01-01,2014-03-12
10169750,"['APPARATUS, SYSTEMS AND METHODS FOR WIRELESSLY TRANSACTING FINANCIAL TRANSFERS, ELECTRONICALLY RECORDABLE AUTHORIZATION TRANSFERS, AND OTHER INFORMATION TRANSFERS']",705,n  Shore,NY,2019-01-01,2014-03-12
10169308,['METHOD AND SYSTEM FOR CREATING AN ONLINE STORE'],715,GOOGLE INC.,CA,2019-01-01,2014-03-12
10170685,['PIEZOELECTRIC MEMS MICROPHONE'],310,The Regents of the University of Michigan,MI,2019-01-01,2014-03-13
10165833,"['MECHANICAL FASTENER, FASTENING SYSTEM, AND DISPOSABLE ABSORBENT ARTICLE']",024,N/A,N/A,2019-01-01,2014-03-13
10165761,['Multilevel cage for transporting and stunning live poultry'],452,N/A,N/A,2019-01-01,2014-03-17
10166529,['Method for Preparation of Various Carbon Allotropes based Magnetic Adsorbents with High Magnetization'],427,"Honda Motor Co., Ltd.",,2019-01-01,2014-03-17
10166951,['WINDSHIELD WIPER CONNECTOR'],015,Pylon Manufacturing Corp.,FL,2019-01-01,2014-03-17
10165946,['Computer-Implemented System And Method For Providing A Personal Mobile Device-Triggered Medical Intervention'],600,"Bardy Diagnostics, Inc.",WA,2019-01-01,2014-03-17
10167557,"['GAS DISTRIBUTION SYSTEM, REACTOR INCLUDING THE SYSTEM, AND METHODS OF USING THE SAME']",118,ASM IP Holding B.V.,,2019-01-01,2014-03-18
10170678,['THERMOMECHANICAL CYCLE FOR THERMAL AND/OR MECHANICAL ENERGY CONVERSION USING PIEZOELECTRIC MATERIALS'],310,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,CA,2019-01-01,2014-03-19
10166008,['Rectal Cleaning Device'],015,N/A,N/A,2019-01-01,2014-03-19
10171347,"['DATA TRANSFER CONTROL METHOD, RELAY DEVICE, AND DATA TRANSFER CONTROL DEVICE']",709,FUJITSU LIMITED,,2019-01-01,2014-03-20
